index,candidate_id,backend,image_path,ori_image,target_image,cos_sim
882,0,inswapper,,,,0.004124
883,0,inswapper,,,,0.866795
884,0,inswapper,,,,0.921483
885,0,inswapper,,,,0.818637
886,0,inswapper,,,,0.849498
887,0,inswapper,,,,0.882568
888,0,inswapper,,,,0.926529
889,0,inswapper,,,,0.778739
890,0,inswapper,,,,0.913418
891,0,inswapper,,,,0.117887
892,0,inswapper,,,,0.866203
893,0,inswapper,,,,0.868385
894,0,inswapper,,,,0.930761
895,0,inswapper,,,,0.876779
896,0,inswapper,,,,0.896861
897,0,inswapper,,,,0.918964
898,0,inswapper,,,,0.906163
900,0,inswapper,,,,0.893169
901,0,inswapper,,,,0.912310
902,0,inswapper,,,,0.883914
903,0,inswapper,,,,0.885937
904,0,inswapper,,,,0.919911
905,0,inswapper,,,,0.888824
906,0,inswapper,,,,0.906136
907,0,inswapper,,,,0.858344
908,0,inswapper,,,,0.893648
909,0,inswapper,,,,0.899726
910,0,inswapper,,,,0.836883
911,0,inswapper,,,,0.899906
912,0,inswapper,,,,0.830107
913,0,inswapper,,,,0.918033
914,0,inswapper,,,,0.807940
915,0,inswapper,,,,0.872694
916,0,inswapper,,,,0.855369
917,0,inswapper,,,,0.857857
918,0,inswapper,,,,0.923513
919,0,inswapper,,,,0.850848
920,0,inswapper,,,,0.898355
921,0,inswapper,,,,0.882758
922,0,inswapper,,,,0.869917
923,0,inswapper,,,,0.906047
924,0,inswapper,,,,0.873983
925,0,inswapper,,,,0.908101
926,0,inswapper,,,,0.887306
927,0,inswapper,,,,0.885687
928,0,inswapper,,,,0.787701
929,0,inswapper,,,,0.905619
930,0,inswapper,,,,0.861438
931,0,inswapper,,,,0.858446
932,0,inswapper,,,,0.913615
933,0,inswapper,,,,0.908914
934,0,inswapper,,,,0.857376
935,0,inswapper,,,,0.930005
936,0,inswapper,,,,0.867300
937,0,inswapper,,,,0.907730
938,0,inswapper,,,,0.908939
939,0,inswapper,,,,0.820956
940,0,inswapper,,,,0.921613
941,0,inswapper,,,,0.869345
942,0,inswapper,,,,0.891253
943,0,inswapper,,,,0.886528
944,0,inswapper,,,,0.890523
945,0,inswapper,,,,0.920417
946,0,inswapper,,,,0.876674
947,0,inswapper,,,,0.879626
948,0,inswapper,,,,0.853697
949,0,inswapper,,,,0.882352
950,0,inswapper,,,,0.770534
951,0,inswapper,,,,0.887864
952,0,inswapper,,,,0.860039
953,0,inswapper,,,,0.857366
954,0,inswapper,,,,0.896475
955,0,inswapper,,,,0.878425
956,0,inswapper,,,,0.882417
957,0,inswapper,,,,0.892038
958,0,inswapper,,,,0.835353
959,0,inswapper,,,,0.897954
960,0,inswapper,,,,0.899349
961,0,inswapper,,,,0.905971
962,0,inswapper,,,,0.878540
963,0,inswapper,,,,0.857372
964,0,inswapper,,,,0.908297
965,0,inswapper,,,,0.903068
966,0,inswapper,,,,0.921181
967,0,inswapper,,,,0.902262
968,0,inswapper,,,,0.805376
969,0,inswapper,,,,0.780419
970,0,inswapper,,,,0.845034
971,0,inswapper,,,,0.876300
972,0,inswapper,,,,0.817221
973,0,inswapper,,,,0.923214
974,0,inswapper,,,,0.898087
975,0,inswapper,,,,0.915968
976,0,inswapper,,,,0.877714
977,0,inswapper,,,,0.856737
978,0,inswapper,,,,0.917099
979,0,inswapper,,,,0.894885
980,0,inswapper,,,,0.860764
981,0,inswapper,,,,0.877963
982,0,inswapper,,,,0.879744
983,0,inswapper,,,,0.885161
984,0,inswapper,,,,0.853382
985,0,inswapper,,,,0.817989
986,0,inswapper,,,,0.891072
987,0,inswapper,,,,0.863277
988,0,inswapper,,,,0.907609
989,0,inswapper,,,,0.885947
990,0,inswapper,,,,0.830339
991,0,inswapper,,,,0.896316
992,0,inswapper,,,,0.855982
993,0,inswapper,,,,0.884513
994,0,inswapper,,,,0.882427
995,0,inswapper,,,,0.877080
996,0,inswapper,,,,0.894113
997,0,inswapper,,,,0.872675
998,0,inswapper,,,,0.914450
999,0,inswapper,,,,0.861131
1000,0,inswapper,,,,0.883641
